Player,Team within selected timeframe,Position,Age,Contract expires,Minutes played,Passport country,Foot,Height,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Successful attacking actions per 90,Goals per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m",xA per 90,Shot assists per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Progressive passes per 90,"Accurate progressive passes, %",,
S. McTominay,Napoli,LCMF,28,2028-06-30,2752,"England, Scotland",right,193,5.04,4.22,58.14,3.83,52.14,0.13,0.23,2.49,3.18,2.65,0.36,0.29,2.22,45.59,16.176,0.43,23.08,2.62,58.75,9.22,40.43,2.91,1.64,0.26,19.46,1.7,25.8,87.07,6.51,72.86,24.2,89.59,1.21,59.46,16.75,0,0.13,0.07,0.1,2.55,71.79,0.98,63.33,0.2,0,0.69,3.27,79,,
E. Valeri,Parma,LB,26,2027-06-30,2755,Italy,left,180,8.33,6.11,55.08,1.44,47.73,0.52,0.26,4.51,5.11,2.81,0.07,0.06,0.72,22.73,9.091,3.79,36.21,2.19,58.21,3.92,50,0.72,1.63,0.23,19.11,0.65,27.96,71.5,10.91,65.57,20.06,82.9,4.41,48.15,21.19,0.12,0.88,0,0.39,3.92,60,3.3,42.57,0.2,33.33,0.36,6.93,72.64,,
A. Pinamonti,Genoa,CF,25,2027-06-30,2776,Italy,right,188,2.43,1.56,66.67,6.68,37.38,0.12,0.16,1.3,1.62,1.72,0.23,0.26,1.98,40.98,11.475,0.75,30.43,1.23,55.26,7.91,25.41,2.69,0.45,0,11.51,1.07,16.79,71.43,3.18,50,15.01,75.38,1.07,45.45,15.67,0.03,0.26,0.03,0.16,1.69,50,0.84,38.46,0.13,0,0.23,1.52,61.7,,
S. Ricci,Torino,"RCMF, DMF",23,2028-06-30,2791,Italy,right,180,6.16,4.39,56.62,1.13,51.43,0.24,0.26,3.48,4.27,0.64,0.03,0.04,0.64,40,5,0.52,18.75,0.74,39.13,4.39,52.94,0.42,1.35,0.26,25.89,2.16,36.95,89.18,8.9,73.91,33.96,92.02,2.48,64.94,18.08,0.01,0.19,0.03,0.06,4.74,75.51,0.97,46.67,0.29,44.44,0.48,3.55,69.09,,
E. Del Prato,Parma,"RB, RCB, LCB",25,2027-06-30,2800,Italy,right,183,9.39,5.72,69.66,2.8,48.28,0.07,0.87,5.34,6.06,0.42,0.13,0.05,0.29,55.56,44.444,0.55,23.53,0.23,57.14,0.74,56.52,0.84,0.26,0.03,28.8,0.45,38.93,87.53,14.66,80.04,34.17,93.04,4.28,50.38,19.75,0.02,0.16,0.03,0.1,3.79,66.95,0.64,40,0.19,33.33,0.23,6.24,70.1,,
Éderson,Atalanta,"LCMF, RCMF",25,2027-06-30,2838,Brazil,right,183,6.72,4.57,64.58,2.63,50.6,0.13,0.25,3.68,4.94,1.78,0.13,0.12,1.05,36.36,12.121,0.79,48,1.68,47.17,7.33,42.86,1.43,1.11,0.29,42.53,1.55,54.07,88.09,17.7,77.6,49.28,91.12,4.06,58.59,19.15,0.1,0.54,0.35,0.25,9.42,81.48,2.28,58.33,0.7,40.91,1.3,7.42,77.35,,
D. Coppola,Hellas Verona,"CB, LCB",21,2027-06-30,2858,"Italy, Netherlands",right,193,11.56,8.5,77.04,6.01,60.21,0.57,0.76,4.47,4.78,0.09,0.03,0.02,0.16,40,20,0,0,0.09,33.33,0.57,33.33,0.25,0.16,0.03,20.37,0,32.88,83.91,12.41,66.75,28.12,90.03,4.76,47.68,21.55,0.01,0.03,0,0,3.72,45.76,0.28,0,0.06,0,0.03,5.13,57.06,,
S. Sohm,Parma,"LDMF, LCMF",24,2027-06-30,2874,"Switzerland, Nigeria",right,188,5.14,4.07,60,1.69,51.85,0.04,0.03,2.66,3,1.38,0.13,0.11,0.91,31.03,13.793,0.44,42.86,1.28,60.98,2.69,54.65,1.1,1.82,0.91,26.34,0.78,33.91,85.96,10.62,75.52,32.07,88.18,1.44,47.83,17.61,0.05,0.44,0.38,0.22,4.79,77.78,1.47,55.32,0.5,37.5,0.69,4.82,78.57,,
N. Krstović,Lecce,CF,25,2027-06-30,2918,"Serbia, Montenegro",right,185,2.1,2.07,56.72,6.91,35.71,0,0.12,0.93,1.13,2.16,0.31,0.4,3.64,31.36,8.475,0.34,9.09,2.16,42.86,9.93,29.81,3.45,1.45,0.37,10.61,1.42,15.95,70.99,3.82,56.45,14.8,72.92,0.8,61.54,15.68,0.06,0.62,0.19,0.28,1.73,57.14,0.93,46.67,0.15,40,0.74,1.36,70.45,,
R. Piccoli,Cagliari,CF,24,2026-06-30,2922,Italy,right,190,2.16,2.03,48.48,8.07,37.4,0.1,0.09,1.08,1.21,1.72,0.28,0.38,2.37,33.77,11.688,0.28,22.22,1.91,45.16,8.01,33.85,3.42,0.86,0.18,8.93,1.48,11.67,72.82,2.37,57.14,11.06,75.49,0.34,27.27,15.02,0.01,0.22,0,0.03,1.23,60,0.34,72.73,0,0,0.31,1.36,52.27,,
G. Zappa,Cagliari,"RB, RCB",25,2030-06-30,2941,Italy,right,183,8.2,7.62,62.65,1.84,40,0.03,0.49,3.4,3.85,1.59,0.06,0.03,0.28,33.33,22.222,2.11,46.38,0.73,66.67,1.71,50,0.83,1.65,0.43,30.23,0.46,40.33,81.56,20.38,77.48,31.43,89.19,6.92,57.52,19.04,0.09,0.7,0.09,0.49,6.49,72.17,2.36,55.84,0.52,29.41,0.46,10.04,74.39,,
Saúl Coco,Torino,"CB, LCB",26,2028-06-30,2971,"Equatorial Guinea, Spain",right,188,10.39,7.57,65.2,4.06,50,0.7,0.7,4.88,5.95,0.27,0.06,0.07,0.51,23.53,11.765,0.06,50,0.21,57.14,1.06,45.71,0.39,0.91,0.03,30.2,0.55,43.44,88.42,13,77.62,39.84,92.4,3.54,44.44,19.72,0,0.03,0,0,3.73,64.23,0.36,16.67,0.15,40,0.06,5,55.76,,
G. Mancini,Roma,"RCB, CB",29,2027-06-30,2988,Italy,right,190,7.07,5.98,67.71,2.99,56.25,0.08,0.4,2.96,3.89,0.62,0.03,0.06,0.47,26.67,6.667,1.06,32.35,0.31,50,1.74,39.29,1.06,1.12,0.12,39.69,0.75,51.05,88.6,19.61,79.52,45.02,93.5,5.04,56.79,20.46,0.03,0.4,0.03,0.16,7.44,73.64,1.65,41.51,0.31,60,0.59,8.22,77.27,,
T. Reijnders,Milan,"LDMF, LCMF, AMF",26,2030-06-30,3000,Netherlands,right,185,4.68,3.75,52,0.69,26.09,0.37,0.09,2.46,3.38,2.64,0.3,0.19,1.95,40,15.385,0.81,37.04,2.34,52.56,4.98,37.35,1.95,2.64,0.6,29.64,0.6,37.2,88.95,11.91,82.62,34.98,91.42,1.5,58,17.25,0.11,1.05,0.57,0.39,5.7,83.16,2.49,65.06,0.84,50,1.5,5.58,82.26,,
J. Tchatchoua,Hellas Verona,"RWB, RB",23,2027-06-30,3000,"Belgium, Cameroon",right,178,6.06,4.83,65.22,1.89,41.27,0.2,0.24,2.73,2.99,2.19,0.06,0.03,0.36,25,16.667,3.24,35.19,1.65,58.18,3.24,38.89,0.96,1.92,0.45,17.85,0.3,25.23,76.34,5.88,65.82,19.95,85.86,2.31,46.75,19.06,0.1,0.81,0.03,0.48,2.07,71.01,2.73,47.25,0.03,100,0.39,4.74,61.39,,
Aarón Martín,Genoa,"LB, LWB",28,2026-06-30,3011,Spain,left,180,6.4,6.01,59.7,1.73,36.21,0.15,0.27,2.69,3.38,2.21,0,0.01,0.45,26.67,0,3.17,39.62,1.37,60.87,3.23,48.15,0.45,1.23,0.21,25.02,0.75,34.31,81.01,12.14,71.92,26,91.03,5.23,56.57,21.83,0.13,1.43,0,0.15,3.77,67.46,2.99,46,0.15,20,0.33,7.95,74.81,,
L. Ranieri,Fiorentina,LCB,26,2028-06-30,3012,Italy,left,187,7.89,4.06,64.71,3.2,39.25,0.5,0.84,4.87,6.23,0.63,0.03,0.04,0.21,42.86,14.286,0.3,60,0.51,64.71,1.23,63.41,0.27,1.02,0.21,32.54,0.57,45.66,88.42,17.87,75.08,38.52,94.49,6.87,55.65,20.91,0.05,0.18,0.03,0.12,4.33,61.38,0.69,52.17,0.33,27.27,0.18,7.29,69.26,,
M. de Roon,Atalanta,"RCMF, LCMF, RCB",34,2026-06-30,3015,Netherlands,right,185,9.04,7.37,65.18,2.51,61.9,0.12,0.18,4.15,5.57,0.48,0.12,0.03,0.39,30.77,30.769,0.63,38.1,0.24,37.5,1.55,42.31,0.36,0.96,0.03,44.18,0.66,58.54,88.48,21.52,78.5,52.69,92.63,5.22,52.57,19.91,0.06,0.48,0.03,0.21,11.13,78.55,1.4,59.57,0.24,25,0.6,9.07,81.25,,
Angeliño,Roma,"LWB, LCB, LB",28,2028-06-30,3024,Spain,left,171,7.07,6.21,58.91,1.81,47.46,0.04,0.25,3.38,4.46,2,0.06,0.03,0.52,17.65,11.765,2.92,37.89,1.17,60.53,2.61,49.41,1.23,1.29,0.22,35.85,0.74,46.15,80.88,16.79,69.78,37.08,88.64,6.46,54.76,20.51,0.07,0.92,0.09,0.37,6.36,65.22,3.51,45.61,0.83,51.85,0.83,9.1,75.68,,
J. Bijol,Udinese,"CB, RCB",26,2027-06-30,3030,Slovenia,right,190,8.17,5.55,62.57,5.47,66.3,0.23,0.62,4.51,5.8,0.27,0.03,0.07,0.39,38.46,7.692,0.12,50,0.06,50,0.71,45.83,0.71,1.16,0,31.57,0.21,45,87.52,15.74,73.58,38.29,93.41,6.59,54.05,23.05,0.01,0.15,0.06,0.06,5.7,61.98,0.68,47.83,0.68,34.78,0.36,7.57,69.8,,
J. Karlström,Udinese,"DMF, LCMF, RCMF",29,2026-06-30,3051,Sweden,right,182,7.46,5.25,60.11,2.01,44.12,0.19,0.35,4.16,5.24,0.56,0,0.02,0.27,11.11,0,0.41,35.71,0.65,54.55,2.8,37.89,0.56,0.74,0.09,26.52,0.65,40.03,85.34,14.16,72.5,34.72,89.38,4.9,60.84,19.29,0.04,0.38,0.06,0.15,6.37,73.61,1.09,56.76,0.24,25,0.44,7.02,73.95,,
Dodô,Fiorentina,"RB, RWB",26,2027-06-30,3059,Brazil,right,166,6.86,5.15,64.57,1,35.29,0.11,0.15,3.44,4.44,4.91,0,0.06,0.62,23.81,0,4.03,35.77,4.62,70.06,7.47,58.66,1.71,3.21,0.68,29.04,1.65,39.37,78.7,12.24,70.67,32.36,87,3.18,48.15,20.02,0.1,0.74,0.15,0.56,4.21,75.52,3.41,39.66,0.44,40,0.38,7.91,68.4,,
M. Frendrup,Genoa,"LCMF, LDMF",24,2028-06-30,3059,Denmark,right,175,11.15,8.8,68.23,2.24,43.42,0.25,0.44,4.94,6.09,0.56,0.09,0.05,0.74,40,12,0.06,50,0.44,46.67,3.06,36.54,0.56,0.76,0.29,20.12,0.88,33.13,87.39,8.44,73.17,31.6,89.48,1.47,44,16.17,0.03,0.38,0.09,0.09,3.41,75,0.71,66.67,0.21,14.29,0.41,3.65,63.71,,
J. Vásquez,Genoa,"LCB, CB",26,2027-06-30,3071,Mexico,left,184,8.26,4.75,62.96,5.25,52.51,0.62,0.67,4.78,5.93,0.41,0.06,0.09,0.73,24,8,0.21,28.57,0.32,54.55,1.23,57.14,0.94,1.08,0.06,32.24,0.7,45.63,87.6,15.59,75.19,39.68,92.39,5.74,56.63,20.32,0.01,0.09,0.09,0.06,4.13,69.5,0.56,36.84,0.18,0,0.18,7.24,67.61,,
S. Beukema,Bologna,RCB,26,2027-06-30,3076,Netherlands,right,188,8.51,5.85,70.5,5.03,55.81,0.19,0.59,4.27,6.99,0.38,0,0.05,0.29,40,0,0.26,66.67,0.09,100,1.08,48.65,0.67,1.02,0.03,38.88,0.99,55.56,89.94,19.02,76.92,49.65,93.52,5.65,59.59,21.5,0.02,0.18,0.03,0.06,7.99,72.53,0.76,46.15,0.44,40,0.26,8.4,78.75,,
E. Gyasi,Empoli,"RWB, RB, RW",31,2025-06-30,3081,"Italy, Ghana",right,181,6.25,5.73,60.71,3.04,25.96,0.2,0.26,2.6,2.96,1.11,0.06,0.08,0.53,44.44,11.111,1.11,47.37,0.58,60,4.5,30.52,1.31,0.56,0.06,13.73,0.56,20.86,78.29,6.48,60.36,18.17,84.08,1.64,35.71,16.82,0.03,0.38,0,0.06,1.9,63.08,0.91,67.74,0.12,50,0.38,4.18,63.64,,
J. Idzes,Venezia,"CB, LCB, RCB",24,2027-06-30,3082,Netherlands,right,190,10.16,7.15,66.53,3.97,40.44,0.22,0.73,5.23,6.51,0.26,0.03,0.04,0.32,9.09,9.091,0.2,28.57,0.18,83.33,0.85,41.38,0.55,0.32,0.12,25.87,0.32,39.95,87.57,14.25,75.61,36.36,92.21,3.39,41.38,19.47,0.02,0.18,0.03,0.06,3.83,65.65,0.29,30,0.18,33.33,0.12,5.49,63.3,,
R. Freuler,Bologna,"RDMF, LDMF, DMF",33,2026-06-30,3106,Switzerland,right,180,8.32,6.14,61.32,1.8,46.77,0.67,0.17,4.14,6.83,0.61,0,0.04,0.38,23.08,0,0.58,25,0.46,75,2.12,52.05,0.75,1.16,0.03,34.28,0.46,47.55,89.76,14.95,77.52,43.32,93.58,3.68,54.33,18.03,0.04,0.67,0.06,0.17,7.77,82.09,1.42,46.94,0.17,50,0.55,6.14,79.25,,
M. Guendouzi,Lazio,"RDMF, RCMF, LDMF",26,2028-06-30,3144,"France, Morocco",right,185,6.21,3.98,67.63,1.09,36.84,0.16,0.26,3.41,4.8,0.83,0.03,0.05,0.69,25,4.167,0.52,38.89,0.57,60,2.81,47.96,0.89,2.55,0.17,42.02,0.86,52.59,90.85,17.78,85.67,48.84,93.49,3.23,59.29,18.83,0.05,0.57,0.2,0.11,9.88,86.38,1.52,64.15,0.23,25,0.77,8.27,88.93,,
S. Luperto,Cagliari,LCB,28,2028-06-30,3203,Italy,left,191,8.68,5.51,72.96,3.62,48.84,0,0.34,4.66,5.38,0.25,0.03,0.07,0.51,27.78,5.556,0.2,28.57,0.08,66.67,0.79,28.57,0.59,0.62,0.08,25.29,0.51,39.51,87.34,15.68,75.45,34.56,93.01,4.78,48.24,20.77,0.03,0.22,0.03,0.14,4.52,58.39,0.7,40,0.51,44.44,0.31,6.07,66.2,,
G. Di Lorenzo,Napoli,"RB, RCB",31,2028-06-30,3215,Italy,right,183,7.14,6.89,60.57,2.74,39.8,0.25,0.17,2.77,3.57,1.26,0.08,0.08,0.45,31.25,18.75,2.04,32.88,0.9,43.75,3.16,40.71,1.51,1.18,0.17,38.38,1.23,47.14,85.1,18.36,82.47,42.21,89.52,2.91,56.73,17.25,0.11,0.9,0.11,0.7,6.05,81.48,3.22,56.52,0.48,47.06,1.4,9.38,76.12,,
E. Ndicka,Roma,"LCB, CB",25,2028-06-30,3286,"Côte d'Ivoire, France",left,192,7.31,5.22,66.49,2.6,63.04,0.11,0.68,3.75,5.01,0.23,0,0.03,0.28,40,0,0.06,50,0.08,66.67,1.07,57.89,0.45,0.85,0.11,44.82,0.65,60.06,92.62,21.56,83.77,55.43,95.72,4.57,55.56,19.59,0.01,0.11,0.03,0.03,5.36,75.26,0.23,37.5,0.14,0,0.11,7,71.77,,
A. Rrahmani,Napoli,"RCB, CB",31,2027-06-30,3288,"Kosovo, Albania",right,192,7.17,5.26,67.19,4.87,66.29,0.18,0.52,3.5,4.54,0.16,0.03,0.06,0.47,17.65,5.882,0.05,50,0.08,66.67,0.93,35.29,0.66,1.12,0.05,47.49,0.27,63.5,92.41,22.94,84.25,58.36,95.59,5.12,56.68,20.48,0.02,0.05,0.03,0.05,7.14,81.61,0.57,38.1,0.47,52.94,0.19,9.01,73.56,,
F. Baschirotto,Lecce,"LCB, RCB",28,2026-06-30,3308,Italy,right,184,8.11,4.87,70.95,4.14,63.16,0.13,0.84,4.54,5.51,0.27,0.05,0.06,0.52,36.84,10.526,0.11,0,0.11,75,0.68,28,0.63,0.38,0.05,23.89,0.19,36.1,88.09,13.85,77.8,30.72,93.36,5.28,59.28,22.16,0.01,0.08,0,0.05,3.02,58.56,0.35,46.15,0.19,42.86,0.16,5.88,65.28,,
K. McAteer,Leicester City,"RAMF, RW, LAMF",23,2028-06-30,620,England,right,177,7.11,7.4,49.02,4.35,43.33,0.56,0.15,3.05,3.91,2.32,0,0.15,1.31,33.33,0,2.47,23.53,2.76,47.37,8.13,41.07,2.9,2.18,0.29,17.85,1.89,23.52,70.99,5.81,47.5,20.47,78.01,0.73,40,15.15,0.09,0.73,0,0.44,1.31,55.56,2.47,41.18,0,0,0.73,2.61,72.22,0,0
T. Werner,Tottenham Hotspur,"LW, LWF, LAMF",28,2026-06-30,624,Germany,right,180,4.76,4.04,57.14,0.14,0,0,0.14,2.45,4.15,6.63,0,0.1,0.87,33.33,0,5.19,25,7.64,62.26,9.52,53.03,3.75,4.04,0.87,25.1,0.72,32.45,68.89,7.93,69.09,26.25,78.57,1.01,42.86,19.35,0.33,1.15,0.43,1.01,1.59,63.64,6.2,46.51,0.58,75,2.16,6.63,76.09,0,0
P. Dorgu,Manchester United,LWB,20,2029-06-30,637,"Denmark, Nigeria",left,185,10.31,8.76,66.13,2.68,52.63,0.81,0,3.96,5.64,2.68,0,0.04,0.99,28.57,0,4.8,23.53,2.26,50,7.35,46.15,3.11,1.7,0.28,28.82,2.68,38.57,78.75,8.9,71.43,32.78,87.07,1.13,62.5,15.03,0.07,0.85,0.14,0.71,3.11,90.91,3.81,29.63,0.28,100,0.71,5.23,62.16,0,0
T. Doyle,Wolverhampton Wanderers,"RCMF, LCMF",23,2028-06-30,650,England,right,172,8.86,7.06,64.71,0.55,0,0.73,0.69,3.74,4.91,1.25,0,0.07,1.25,22.22,0,0.97,42.86,0.69,60,2.77,45,0.42,0.97,0.14,35.45,0.69,47.63,86.34,14.95,70.37,39.74,91.99,6.92,60,21.41,0.1,0.83,0.14,0.28,9.69,74.29,1.8,46.15,0.69,40,0.42,9.69,75.71,0,0
A. Fatawu,Leicester City,"RAMF, RW, RB",21,2029-06-30,663,Ghana,left,177,8.01,7.74,64.91,3.67,44.44,0.37,0,2.71,3.7,9.37,0,0.05,1.63,25,0,4.89,50,11.27,57.83,19.14,46.1,2.71,5.57,1.09,17.24,2.71,24.3,70.95,5.29,71.79,17.65,78.46,2.04,53.33,15.93,0.13,0.54,0.27,0.41,2.04,53.33,3.67,55.56,0.68,20,1.09,4.89,86.11,0,0
N. Füllkrug,West Ham United,CF,32,2028-06-30,672,Germany,right,189,2.14,2.28,47.06,8.84,36.36,0.17,0,0.94,1.2,0.8,0.4,0.14,1.21,44.44,33.333,0.13,0,0.27,100,3.75,32.14,3.21,0.27,0,10.04,0.54,14.46,66.67,3.88,51.72,13.53,69.31,0.8,33.33,13.36,0.11,1.07,0,0.54,2.68,45,1.47,45.45,0.13,0,1.34,1.47,81.82,0,0
T. Iroegbunam,Everton,"RDMF, LDMF, RCMF",21,2027-06-30,672,"England, Nigeria",right,183,12.32,9.24,62.32,2.01,40,0.89,0.54,5.76,6.35,1.47,0,0.04,0.67,0,0,0.54,25,3.08,43.48,9.51,38.03,1.07,2.01,0.13,10.04,1.47,19.69,76.19,7.23,64.81,17.41,80.77,1.74,46.15,17.22,0.05,0.54,0.27,0.13,2.95,63.64,0.8,50,0.27,0,0.67,3.48,53.85,0,0
R. Lavia,Chelsea,"LDMF, RDMF, DMF",21,2030-06-30,673,Belgium,right,181,7.62,7.36,61.82,1.34,70,0.57,0,2.67,3.8,0.94,0,0.05,0.13,0,0,0,0,0.94,100,4.68,45.71,0.13,0.53,0.13,31.56,0.4,43.6,91.41,11.1,75.9,42.26,92.72,1.34,50,17.57,0.11,0.53,0.13,0.13,6.69,80,0.94,28.57,0.27,0,0.4,4.55,85.29,0,0
O. Scarles,West Ham United,"LWB, LB",19,2028-06-30,677,England,left,0,10.37,7.31,52.73,1.86,28.57,0,0.13,6.51,7.95,1.2,0,0.02,0.53,0,0,1.99,40,0.8,50,2.13,43.75,0.66,0.93,0.13,29.25,0.4,41.74,80.57,13.56,58.82,34.83,87.4,5.05,50,20.56,0.03,0.4,0.13,0.13,3.06,52.17,2.53,42.11,0.53,50,0.27,7.71,58.62,0,0
N. Broadhead,Ipswich Town,"LAMF, AMF, LW",27,2026-06-30,679,Wales,right,178,5.7,4.24,68.75,1.19,11.11,0.15,0.27,2.65,3.08,3.05,0.13,0.23,1.33,60,10,0.93,14.29,3.98,50,10.74,39.51,2.52,1.99,0.8,17.63,1.72,24.79,82.89,5.04,60.53,23.2,85.71,0.66,80,15.86,0.1,0.53,0.27,0.53,2.39,61.11,1.59,50,0.27,50,0.66,1.72,76.92,0,0
A. Cresswell,West Ham United,LCB,35,2025-06-30,679,England,left,170,6.89,4.24,75,2.12,56.25,0.45,0.53,3.31,3.79,0.8,0,0,0.4,0,0,1.33,50,0.27,50,0.27,50,0.13,0.4,0,39.63,0.13,48.91,85.09,21.21,71.88,39.76,91.33,7.82,59.32,20.34,0.17,1.19,0,0.13,6.76,78.43,1.46,36.36,0.93,28.57,0,9.94,65.33,0,0
R. Barkley,Aston Villa,"RDMF, RCMF, LDMF",31,,681,England,right,189,8.46,5.55,66.67,1.85,35.71,1.54,0.4,3.83,6.4,1.72,0.4,0.28,1.98,40,20,0.13,0,1.19,77.78,5.42,39.02,1.98,2.25,0,35.02,0.4,46.12,87.39,11.89,82.22,44.67,89.05,1.32,40,16.27,0.06,0.93,0.13,0.4,5.02,81.58,1.59,58.33,0.26,0,1.19,5.68,48.84,0,0
Nico González,Manchester City,"RDMF, LDMF, DMF",23,2028-06-30,683,Spain,right,188,5.53,4.35,54.55,3.82,65.52,0.21,0,3.03,4.89,0.53,0,0.11,0.92,14.29,0,0.13,0,0.4,66.67,3.43,34.62,1.19,0.66,0,56.53,0.53,68.39,94.03,15.55,82.2,66.68,95.65,1.58,33.33,15.79,0,0,0.13,0,10.67,87.65,1.05,37.5,0.53,25,0.53,4.88,83.78,0,0
N. Wood,Southampton,"LCB, CB",22,2028-06-30,696,"England, Jamaica",right,188,7.37,6.21,64.58,2.33,61.11,0.63,0.39,2.84,3.44,0.39,0,0.02,0.13,0,0,0.39,33.33,0.39,66.67,2.33,27.78,0.13,0.26,0.26,37.89,0.39,47.59,93.75,12.93,84,46.16,95.8,1.03,25,15.61,0.01,0.13,0,0,3.1,83.33,0.26,0,0,0,0,2.84,63.64,0,0
A. Webster,Brighton,"LCB, RCB",30,2026-06-30,697,England,right,190,6.97,3.23,60,3.36,73.08,0.66,0.9,4.52,5.77,0.52,0,0.02,0.13,100,0,0.13,0,0.26,50,0.65,40,0.65,1.16,0.39,41.71,0.26,56.81,87.27,25.44,77.66,49.45,94.26,7.23,41.07,20.52,0.04,0.26,0.26,0,9.56,64.86,1.03,25,1.42,36.36,0.39,10.33,80,0,0
W. Smallbone,Southampton,"LCMF, RCMF",25,2026-06-30,699,"England, Republic of Ireland",right,183,7.6,7.6,62.71,0.9,57.14,0.63,0.13,2.32,2.86,0.77,0.13,0.02,0.52,25,25,1.03,25,0.64,60,2.58,30,1.03,0.64,0,25.49,0.39,33.48,83.08,9.66,68,30.64,87.39,1.8,42.86,15.45,0.12,1.16,0,0.26,2.83,68.18,1.55,25,0,0,0.26,4.25,72.73,0,0
Gabriel Jesus,Arsenal,CF,27,2027-06-30,707,Brazil,right,175,5.86,4.46,65.71,4.2,18.18,0,0.13,2.93,4.69,3.82,0.38,0.44,2.16,41.18,17.647,1.53,41.67,3.56,64.29,10.31,37.04,5.35,1.27,0.38,19.86,1.27,25.08,80.2,3.95,54.84,23.04,83.43,0.51,50,14.68,0.1,1.02,0,0.13,1.4,100,1.91,60,0,0,1.53,2.55,70,0,0
N. Aké,Manchester City,"LCB, LB",30,2027-06-30,712,"Netherlands, Côte d'Ivoire",left,180,6.07,3.67,68.97,3.54,53.57,0.73,0.13,3.03,4.39,0.13,0,0.05,0.38,0,0,0.13,0,0.13,0,0.88,0,0.76,2.02,0,51.45,0,61.94,93.88,23.01,87.36,57.64,96.71,4.17,57.58,16.7,0,0.13,0.13,0,8.22,84.62,0.63,20,0.25,50,0.38,8.09,79.69,0,0
C. Chaplin,Ipswich Town,"AMF, CF",28,2026-06-30,728,England,left,168,5.69,5.19,52.38,1.61,23.08,0.94,0.25,2.23,2.81,2.6,0.12,0.19,1.48,25,8.333,1.48,41.67,2.72,50,5.44,40.91,1.48,1.11,0,20.03,0.62,26.46,75.23,7.54,62.3,22.38,81.22,2.6,42.86,17.27,0.08,0.62,0.62,0.62,3.96,62.5,2.6,42.86,1.11,22.22,0.37,4.33,71.43,0,0
P. Daka,Leicester City,"CF, RWF, RW",26,2026-06-30,756,Zambia,right,183,5.48,5.95,68,4.64,30.77,0.14,0.24,1.31,1.51,1.07,0.12,0.17,1.31,36.36,9.091,0.48,0,1.55,38.46,5,38.1,2.5,0.95,0.24,12.98,1.55,15.12,75.59,3.1,61.54,14.17,78.15,0.48,75,12.65,0,0.12,0.12,0,1.19,70,0.71,16.67,0.12,0,0.12,1.19,40,0,0
J. Durán,Aston Villa,CF,21,2030-06-30,757,Colombia,left,185,4.64,3.92,60.61,5.71,39.58,0.63,0,1.78,2.38,2.85,0.83,0.56,3.69,45.16,22.581,0.48,50,1.78,53.33,7.37,43.55,4.4,0.83,0,12.01,1.66,16.76,77.3,3.33,60.71,15.69,79.55,0.71,33.33,15.15,0.01,0.12,0,0,2.38,55,0.83,57.14,0,0,0.48,2.02,58.82,0,0
Hwang Hee-Chan,Wolverhampton Wanderers,"CF, RAMF, LWF",29,2028-06-30,761,Korea Republic,right,177,5.2,3.9,54.55,1.89,18.75,0,0,3.07,4.46,1.18,0.24,0.08,0.47,75,50,1.3,27.27,1.18,40,4.61,30.77,2.6,1.3,0.35,17.5,0.95,22.23,81.91,4.61,64.1,20.81,85.23,0.12,100,14.61,0.11,0.47,0.24,0.35,1.06,88.89,1.06,55.56,0.35,33.33,0.59,2.25,57.89,0,0
K. Tsimikas,Liverpool,LB,28,2027-06-30,762,Greece,left,179,8.03,6.97,61.02,1.77,26.67,0.2,0.24,3.66,6.12,1.77,0,0.03,0.47,50,0,1.89,43.75,0.71,83.33,2.72,30.43,1.18,1.42,0.12,41.81,0.59,51.97,89.32,21.02,85.96,47.01,92.71,3.07,65.38,16.51,0.2,1.06,0.12,0.24,6.02,80.39,2.6,45.45,0.59,60,0.47,7.44,82.54,0,0
A. Scott,Bournemouth,"RDMF, LDMF, AMF",21,2028-06-30,776,"Guernsey, England",right,178,12.53,11.48,61.62,2.32,50,1.14,0.35,4.64,6.49,2.44,0,0.12,1.39,50,0,0.23,0,3.02,50,8.12,47.14,2.2,1.39,0,23.89,2.55,32.47,83.93,10.44,73.33,30.27,86.21,1.97,58.82,16.18,0.02,0.46,0.23,0.35,5.1,81.82,1.04,66.67,0.46,75,1.16,6.38,70.91,0,0
