Player,Team within selected timeframe,Position,Age,Contract expires,Minutes played,Passport country,Foot,Height,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Successful attacking actions per 90,Goals per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m",xA per 90,Shot assists per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Progressive passes per 90,"Accurate progressive passes, %","Save rate, %",xG against per 90,Prevented goals,Prevented goals per 90,Exits per 90
M. Jørgensen,Brentford,RCB,34,2025-06-30,1236,"Denmark, Gambia",right,191,9.17,5.9,72.84,4.22,46.55,0.17,0.22,4.73,5.67,0.73,0.07,0.06,0.58,25,12.5,0.8,45.45,0.15,100,0.73,20,0.8,0.22,0,22.5,0.44,36.7,79.17,19.08,72.14,30.58,85.71,5.32,46.58,19.62,0.02,0.22,0.07,0.15,6.26,66.28,1.38,52.63,0.15,100,0.29,8.01,63.64,0,0,,,
C. Nørgaard,Brentford,DMF,30,2025-06-30,2796,Denmark,right,187,11.97,8.59,61.05,3.51,44.04,0.55,0.16,6.28,7.68,1.22,0.06,0.12,0.9,17.86,7.143,1.03,43.75,0.77,62.5,2.83,51.14,1.48,0.32,0.13,28.36,1.06,44.58,83.18,16.35,68.31,38.66,87.93,4.92,54.25,17.17,0.06,0.52,0.32,0.32,6.82,66.51,1.8,41.07,0.71,31.82,0.58,6.44,75,0,0,,,
S. Ghoddos,Brentford,"LB, RB",31,,910,"Sweden, Iran",right,175,8.21,8.6,54.02,1.88,31.58,1.68,0.1,2.37,3.36,1.19,0.1,0.04,0.89,22.22,11.111,1.68,29.41,1.48,33.33,4.35,36.36,0.79,1.48,0.49,26.31,0.79,36.1,76.99,13.75,57.55,29.27,86.82,5.14,36.54,17.94,0.14,1.09,0,0.2,5.64,61.4,2.97,40,0.69,14.29,0.59,6.23,69.84,0,0,,,
M. Flekken,Brentford,GK,31,2027-06-30,3747,Netherlands,right,195,1.44,0.17,14.29,0.38,87.5,0,0,1.42,1.76,0.05,0,0,0,0,0,0,0,0.07,66.67,0.1,50,0,0,0,18.09,0.1,24.55,86.69,13.11,76.56,15.01,98.56,9.51,68.18,32.85,0.01,0.05,0,0,2.67,60.36,0.05,0,0.19,37.5,0,6.51,76.01,65.19,1.34,-7.36,-0.177,1.56
N. Maupay,Brentford,CF,28,2026-06-30,1680,"France, Argentina",right,173,3.64,4.66,49.43,4.07,18.42,0.21,0.05,1.18,1.56,1.98,0.32,0.4,2.14,50,15,0.54,30,1.61,36.67,7.87,25.85,3.7,1.13,0.32,14.57,1.39,19.88,76.55,4.5,61.9,18.32,79.24,1.02,52.63,14.92,0.1,0.64,0.32,0.38,1.5,64.29,1.39,57.69,0.54,50,1.18,2.3,67.44,0,0,,,
I. Toney,Brentford,CF,28,2028-06-30,1670,"England, Jamaica",right,185,3.61,2.43,40,7.17,36.84,0.51,0.05,2.21,2.59,3.02,0.22,0.38,2.59,43.75,8.333,1.46,29.63,2.16,62.5,8.68,36.65,3.29,1.02,0.32,12.77,1.56,18.92,60.11,6.68,51.61,16.06,66.44,1.46,18.52,14.63,0.07,0.38,0.43,0.27,2.8,50,2.1,41.03,0.81,26.67,0.75,2.96,56.36,0,0,,,
Y. Wissa,Brentford,"CF, LWF",28,2026-06-30,2747,"France, Congo DR",right,176,3.64,3.28,49,3.37,43.69,0.29,0.1,1.8,2.29,2.42,0.39,0.38,1.9,39.66,20.69,1.02,32.26,2,62.3,6.13,47.59,3.67,1.21,0.85,9.76,1.64,14.15,75.23,2.98,67.03,12.52,80.1,0.62,47.37,15.42,0.06,0.46,0.26,0.36,1.28,69.23,0.92,71.43,0.33,40,0.72,1.61,63.27,0,0,,,
K. Ajer,Brentford,"CB, RB, RCB",26,2028-06-30,2085,Norway,right,196,9.71,6.99,69.14,4.96,64.35,1.15,0.35,3.93,4.74,1.64,0.09,0.07,0.43,40,20,1.42,39.39,1.25,68.97,2.63,57.38,1.55,0.78,0.39,19.94,0.47,29.61,81.05,12.35,74.83,24.73,88.66,3.58,43.37,19.92,0.05,0.39,0.04,0.3,4.01,64.52,1.29,40,0.22,20,0.39,5.22,70.25,0,0,,,
Sergio Reguilón,Brentford,"LB, LWB",27,2025-06-30,1710,Spain,left,178,11.84,7.79,58.11,2.74,34.62,0.71,0.32,6.74,8.26,3.11,0,0.1,0.84,6.25,0,3.68,41.43,2.79,50.94,5,47.37,1.42,1.95,1,23.68,1.26,36.11,76.38,14.42,72.63,28.95,83.27,3.63,55.07,18.09,0.2,1.16,0.21,0.63,3.42,73.85,3.26,48.39,0.37,57.14,0.42,8.11,69.48,0,0,,,
M. Jensen,Brentford,"RCMF, LCMF",28,2026-06-30,2434,Denmark,right,180,8.47,8.91,55.19,0.67,50,0.14,0.18,3.44,4.25,2.07,0.11,0.05,0.59,50,18.75,1.77,54.17,1.18,59.38,4.22,32.46,0.85,0.67,0.22,23.18,0.67,34.5,79.74,11.76,65.41,27.4,84.89,5.44,61.9,19.74,0.17,1.11,0.26,0.48,6.36,65.12,3.33,56.67,0.85,30.43,1.11,7.14,79.27,0,0,,,
V. Janelt,Brentford,"LCMF, DMF, LB",26,2026-06-30,3364,Germany,left,184,7.84,5.91,59.73,1.71,48.44,0.39,0.27,3.99,4.81,1.23,0.03,0.04,0.48,33.33,5.556,1.69,41.27,0.64,45.83,2.06,41.56,1.61,0.51,0.16,23.22,0.7,35.02,82.12,10.67,66.67,29.83,87.62,3.61,56.3,17.67,0.1,0.7,0.16,0.29,3.77,70.92,1.95,53.42,0.43,43.75,0.78,5.62,66.19,0,0,,,
M. Roerslev,Brentford,"RWB, RB",25,2026-06-30,2263,Denmark,right,184,7.76,6.52,62.2,2.03,39.22,0.23,0.12,3.5,3.99,1.99,0.04,0.05,0.28,14.29,14.286,2.86,37.5,1.67,52.38,3.9,41.84,1.11,0.4,0.08,17.18,0.56,25.45,71.25,10.38,60.15,19.69,80.2,2.94,43.24,18.59,0.09,0.56,0.08,0.52,2.15,68.52,2.43,45.9,0.24,0,0.24,5.45,54.74,0,0,,,
F. Onyeka,Brentford,RCMF,26,2027-06-30,1348,Nigeria,right,183,9.48,7.74,56.03,2.87,32.56,1.16,0.47,4.27,5.73,2.14,0.07,0.1,1.27,47.37,5.263,1.14,35.29,2.2,51.52,6.94,41.35,1.54,0.73,0.6,16.56,2,26.51,80.35,7.95,65.55,22.97,86.34,2.47,43.24,16.44,0.12,0.6,0,0.4,3.54,54.72,1.87,46.43,0.4,0,0.67,3.67,65.45,0,0,,,
N. Collins,Brentford,"RCB, LCB",23,2029-06-30,3042,Republic of Ireland,right,195,9.08,4.85,70.12,4.23,60.14,0.29,0.98,5.44,6.71,0.59,0.03,0.02,0.24,37.5,12.5,0.15,20,0.59,75,2.01,51.47,0.8,0.44,0.18,27.01,0.62,40,85.95,16.63,75.98,34.67,90.96,5.18,54.29,20.16,0.04,0.21,0.06,0.12,4.56,66.88,0.5,47.06,0.24,62.5,0.36,7.28,64.23,0,0,,,
A. Hickey,Brentford,"RB, LB",22,2026-06-30,765,Scotland,right,185,8.82,6.47,74.55,1.88,37.5,0.56,0.35,3.53,4.19,1.41,0,0.03,0.94,25,0,0.59,0,1.41,83.33,6.59,50,0.59,1.41,0.94,20.47,1.88,29.06,89.47,7.76,81.82,26.71,93.83,1.76,53.33,17.62,0.02,0.24,0.24,0.12,2.35,60,0.71,33.33,0.24,0,0.24,2.59,72.73,0,0,,,
B. Mee,Brentford,LCB,35,2025-06-30,1431,England,left,180,9.43,4.28,70.59,5.22,40.96,0.65,0.57,5.85,6.71,0.69,0.13,0.05,0.5,25,25,0.38,50,0.44,71.43,1.51,41.67,1.13,0.82,0.06,22.77,0.25,35.72,79.23,15.72,66,29.37,87.15,5.97,42.11,20.25,0.01,0.19,0.25,0.06,5.09,60.49,0.75,33.33,0.44,28.57,0.19,7.86,61.6,0,0,,,
E. Pinnock,Brentford,"CB, LCB, RCB",31,2027-06-30,2880,"England, Jamaica",left,187,10.25,5.94,80,5.91,60.32,0.24,0.78,5.31,6.7,0.31,0.06,0.08,0.41,30.77,15.385,0.22,0,0.31,60,1.09,37.14,0.88,0.25,0,26.19,0.28,39.47,88.04,13.78,75.51,35.03,92.77,4.22,53.33,20.14,0.01,0.06,0,0.06,4.13,74.24,0.47,13.33,0.16,20,0.13,5.56,60.67,0,0,,,
B. Mbeumo,Brentford,"RWF, CF",25,2026-06-30,2218,"France, Cameroon",left,171,4.59,4.22,60.58,3.25,30,0.22,0.12,1.87,2.5,5.03,0.37,0.36,2.07,39.22,17.647,2.96,35.62,4.91,57.85,11.24,41.52,3.65,2.35,1.06,19.96,1.7,26.66,71.99,7.71,53.16,22.28,77.96,1.66,58.54,16.13,0.26,1.34,0.65,0.69,2.11,65.38,3.69,49.45,0.61,20,1.62,4.02,71.72,0,0,,,
A. Webster,Brighton,RCB,29,2026-06-30,1299,England,right,190,7.76,5.13,62.16,3.19,67.39,0.66,0.83,4.16,6.59,0.21,0,0.05,0.35,0,0,0.28,25,0.21,66.67,0.97,42.86,0.76,1.11,0.07,56.26,0.14,71.29,92.71,26.33,86.32,66.86,94.92,4.16,61.67,17.84,0,0.07,0.14,0,8.31,85.83,0.62,44.44,0.42,0,0.48,8.94,72.87,0,0,,,
D. Welbeck,Brighton,CF,33,2026-06-30,1853,"England, Ghana",right,185,4.66,3.69,67.11,2.09,48.84,0.14,0.19,2.09,2.96,1.41,0.24,0.25,1.8,40.54,13.514,0.24,0,1.65,41.18,6.36,30.53,3.74,1.07,0.39,19.77,0.97,23.85,85.54,4.08,73.81,23.51,86.57,0.1,50,12.13,0.08,0.73,0.19,0.15,1.21,88,0.83,64.71,0.15,0,0.87,1.8,51.35,0,0,,,
L. Dunk,Brighton,"LCB, CB",32,2026-06-30,3217,England,right,192,7.02,3.75,66.42,2.99,59.81,0.33,0.84,4.31,6.37,0.62,0.08,0.08,0.7,44,12,0.22,62.5,0.14,40,0.64,39.13,0.98,1.01,0.17,67.26,0.34,80.8,94.18,27.84,87.44,74.95,97.13,5.62,56.22,19.44,0.01,0.11,0.25,0.06,8.81,73.97,0.98,40,0.67,20.83,0.31,8.5,82.24,0,0,,,
P. Estupiñán,Brighton,"LB, LWB",26,2027-06-30,1391,"Ecuador, Spain",left,175,8.93,7.05,55.96,1.94,46.67,1.02,0.26,4.34,6.81,2.33,0.13,0.07,0.78,41.67,16.667,3.82,28.81,1.55,41.67,5.18,36.25,2.07,2.2,0.71,40.76,1.04,54.74,85.22,15.98,80.16,49.3,90.29,1.81,60.71,15.71,0.21,1.23,0.26,0.71,4.92,84.21,3.88,45,0.39,50,0.97,8.15,76.19,0,0,,,
T. Lamptey,Brighton,"RB, LB, LWB",23,2025-06-30,1032,"England, Ghana",right,163,5.15,5.58,48.44,1.31,26.67,0.53,0.26,2.09,3.2,3.4,0,0.07,0.52,0,0,2.88,33.33,3.23,75.68,7.06,55.56,2.01,2.62,0.78,26.86,1.48,35.06,84.58,5.93,70.59,31.48,90.03,0.78,44.44,16.88,0.1,0.78,0,0.7,1.22,71.43,2.44,46.43,0,0,0.78,3.66,61.9,0,0,,,
F. Buonanotte,Brighton,"RAMF, AMF, RW",19,,1538,"Argentina, Italy",left,174,8.6,9.66,62.42,1.93,21.21,0.67,0.18,2.17,3.56,2.34,0.18,0.17,1.29,45.45,13.636,0.47,25,3.75,42.19,9.89,40.24,1.81,1.05,0.59,20.42,2.34,26.51,86.09,4.62,73.42,25.51,87.61,0.53,66.67,13.38,0.09,0.64,0.12,0.29,1.87,84.38,1.64,64.29,0.18,33.33,1.05,2.05,57.14,0,0,,,
J. Hinshelwood,Brighton,"RB, RWB, LB",19,2028-06-30,979,England,right,181,8.09,6.99,61.84,1.75,52.63,0.44,0.18,3.49,5.56,1.29,0.28,0.24,1.2,61.54,23.077,1.1,25,0.46,60,1.56,35.29,2.48,1.2,0.28,31.9,0.28,39.35,85.05,9.38,71.57,36.5,89.17,1.84,40,16.23,0.03,0.46,0,0.18,2.76,83.33,1.2,61.54,0,0,0.46,4.32,48.94,0,0,,,
C. Baleba,Brighton,"RCMF, RDMF",20,,1512,Cameroon,left,179,9.17,8.45,54.93,2.44,73.17,0.63,0.36,4.05,5.4,1.13,0,0.04,1.19,25,0,0,0,1.73,48.28,6.25,47.62,0.42,1.55,0.89,32.08,1.67,44.17,92.18,7.02,76.27,42.74,93.18,1.43,62.5,15.87,0.01,0.3,0.12,0.06,3.15,83.02,0.6,40,0.24,0,0.18,3.1,55.77,0,0,,,
B. Verbruggen,Brighton,GK,22,2028-06-30,2138,Netherlands,right,194,1.64,0.13,66.67,0.38,77.78,0,0,1.56,2.39,0,0,0,0,0,0,0,0,0.04,0,0.13,66.67,0,0,0,20.5,0.08,28.79,91.52,14.48,88.08,22.82,97.23,5.94,70.21,24.28,0,0,0,0,1.26,43.33,0.04,0,0.38,44.44,0,5.09,72.73,70.21,1.25,1.74,0.073,1.22
E. Ferguson,Brighton,CF,19,2029-06-30,1558,Republic of Ireland,right,183,3.06,3.75,52.31,2.14,45.95,0.2,0.06,0.98,1.67,1.85,0.35,0.31,1.79,64.52,19.355,0.06,100,1.62,35.71,8.09,30,2.72,0.46,0.17,12.13,1.44,16,83.39,2.37,58.54,15.37,83.83,0.58,70,12.9,0.03,0.23,0.23,0.06,1.1,68.42,0.52,44.44,0.23,25,0.64,1.33,39.13,0,0,,,
João Pedro,Brighton,"CF, AMF",23,2028-06-30,2289,Brazil,right,180,4.13,3.46,51.14,3.26,51.81,0.06,0.12,2.32,3.48,5.11,0.35,0.56,2.75,35.71,12.857,1.45,48.65,5.31,55.56,13.88,37.39,5.74,2.63,1.06,24.61,2.28,30.35,83.94,5.9,72,28.19,86.61,0.75,52.63,15.05,0.14,1.1,0.94,0.63,2.24,75.44,3.07,64.1,0.87,40.91,2.16,3.3,79.76,0,0,,,
J. van Hecke,Brighton,RCB,24,2027-06-30,2672,Netherlands,right,189,8.35,5.19,61.04,4.45,58.33,0.77,0.98,4.68,7.15,0.47,0,0.04,0.37,36.36,0,0.1,33.33,0.34,80,1.31,56.41,0.47,1.18,0.1,62.25,0.51,75.99,93.79,28.06,87.52,71.37,95.66,4.51,65.67,17.81,0.03,0.24,0.17,0.07,8.15,84.71,0.81,41.67,0.57,29.41,0.27,9.77,78.97,0,0,,,
S. Adingra,Brighton,"RW, LAMF, RAMF",22,2026-06-30,2483,Côte d'Ivoire,right,175,5.62,5.58,55.19,0.83,34.78,0.16,0.04,2.43,3.6,5.29,0.22,0.17,1.7,44.68,12.766,3.52,30.93,5.62,58.06,10.11,44.44,4.75,3.23,0.62,22.33,0.69,29.36,78.4,3.99,61.82,24.97,85.78,0.98,55.56,16.48,0.11,1.01,0.36,0.51,1.05,65.52,2.28,49.21,0.29,50,1.2,3.52,64.95,0,0,,,
J. Milner,Brighton,"RB, LB, LCMF",38,2025-06-30,847,England,right,175,8.61,7.01,60.61,2.76,34.62,1.01,0,3.72,5.9,2.34,0,0.03,0.53,20,0,3.08,51.72,1.28,41.67,3.93,29.73,1.59,1.17,0.32,43.14,0.53,53.02,86.37,15.3,79.86,46.65,90.66,3.29,58.06,19.17,0.14,1.49,0.32,0.74,6.16,77.59,3.93,67.57,0.53,40,1.06,10.31,83.51,0,0,,,
A. Lallana,Brighton,"AMF, CF",36,2025-06-30,989,England,both,172,2.46,2.91,56.25,0.91,40,0.14,0.09,0.73,1.09,1.37,0,0.13,1.09,16.67,0,0.91,40,1.46,43.75,4.91,40.74,3.91,0.46,0.18,39.22,0.91,44.41,89.34,9.46,77.88,43.13,90.51,0.46,80,12,0.1,1.09,0.36,0.46,2.82,83.87,2,63.64,0.36,50,1.91,2.28,68,0,0,,,
J. Steele,Brighton,GK,34,2026-06-30,1724,England,right,188,1.62,0.26,0,0.05,100,0,0,1.62,2.35,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,21.66,0.05,29.6,88.54,15.87,80.92,22.08,98.58,7.52,59.03,26.58,0,0,0,0,0.99,26.32,0.05,0,0.21,25,0,4.7,64.44,58.54,1.32,-8.71,-0.455,0.63
P. Groß,Brighton,"LCMF, RCMF, RDMF",33,2026-06-30,3503,Germany,right,181,7.19,5.96,68.1,0.85,39.39,0.23,0.18,2.98,4.41,2.7,0.1,0.13,1.39,38.89,7.407,2.65,46.6,1.85,40.28,4.21,37.2,1.82,1.36,0.31,60.38,0.69,72.22,90,20.25,81.35,65.49,93.57,4.11,60.62,16.47,0.27,2.26,0.41,0.72,8.02,80.77,4.19,56.44,0.92,27.78,1.57,8.97,83.95,0,0,,,
J. Veltman,Brighton,RB,32,2025-06-30,1834,Netherlands,right,184,8.54,6.82,56.83,2.4,51.02,0.57,0.44,4.27,6.24,0.88,0.05,0.04,0.25,60,20,0.64,15.38,0.83,70.59,3.58,58.9,0.83,0.88,0.39,29.49,2.06,38.18,86.5,13.1,74.53,35.09,90.21,2.45,52,16.49,0.03,0.25,0.1,0.1,3.44,78.57,0.98,45,0.2,25,0.34,6.77,60.87,0,0,,,
J. Moder,Brighton,"AMF, CF, RB",25,2025-06-30,715,Poland,right,188,8.18,6.8,68.52,1.38,45.45,0.65,0.38,3.02,3.89,1.76,0,0.14,1.38,27.27,0,0.88,28.57,1.89,60,6.67,37.74,1.51,1.01,0.13,26.81,0.63,35.5,83.33,11.08,69.32,33.1,87.45,1.64,23.08,14.53,0.08,0.25,0.13,0.13,4.03,65.63,1.38,45.45,0.38,0,0.63,3.78,66.67,0,0,,,
Igor Julio,Brighton,"LB, LCB",26,2027-06-30,1848,Brazil,left,185,8.13,5.55,51.75,2.24,60.87,0.36,0.49,5.02,7.48,0.97,0,0.01,0.15,0,0,0.15,33.33,1.17,79.17,3.17,55.38,0.34,1.9,0.34,53.28,0.19,66.23,94.85,23.43,90.23,64.19,96.21,1.9,53.85,16.83,0.03,0.34,0.24,0.1,7.4,92.76,0.29,33.33,0.24,0,0.29,8.81,77.35,0,0,,,
B. Gilmour,Brighton,"LDMF, RCMF, LCMF",23,2029-06-30,2386,Scotland,right,170,4.87,4.68,58.06,1.51,32.5,0.31,0.3,1.96,3.21,1.17,0,0.04,0.98,19.23,0,0.57,66.67,0.87,43.48,2.9,41.56,0.3,1.62,0.41,61.9,1.09,74.04,91.49,18.11,78.96,68.73,94.02,4.75,57.94,16.56,0.07,0.72,0.45,0.19,9.39,78.71,2.34,58.06,1.24,30.3,0.94,7.85,78.37,0,0,,,
K. Mitoma,Brighton,"LW, LAMF",27,2027-06-30,1673,Japan,right,178,4.2,3.98,56.76,1.24,47.83,0.17,0.05,1.83,2.87,5.81,0.16,0.2,1.88,42.86,8.571,3.5,30.77,7.26,53.33,10.92,48.77,6.46,6.46,1.45,27.76,1.24,34.32,81.66,6.4,72.27,30.23,88.08,0.65,50,15.12,0.18,1.29,0.54,0.81,1.34,72,3.87,58.33,0.43,0,2.69,3.93,82.19,0,0,,,
D. Fofana,Burnley,CF,21,2029-06-30,991,Côte d'Ivoire,right,180,3.54,3.54,56.41,4.27,19.15,0,0.36,1.54,2.15,2.45,0.36,0.3,1.36,60,26.667,0.54,33.33,3.81,35.71,11.9,27.48,3.27,1.54,0.82,9.26,0.91,14.26,77.71,3.27,61.11,13.17,79.31,0.54,83.33,14.91,0.08,0.27,0.27,0.18,1.09,75,0.73,62.5,0.18,0,0.64,1.18,69.23,0,0,,,
J. Beyer,Burnley,LCB,24,2027-06-30,1359,Germany,right,187,10.73,5.83,71.59,3.97,53.33,0.72,0.86,5.96,7.22,0.2,0,0.03,0.13,0,0,0,0,0.53,37.5,1.66,36,0.33,1.39,0.6,39.01,0.4,54.57,90.41,13.25,74,49.93,93.24,4.64,60,19.9,0,0.07,0.07,0.07,2.98,64.44,0.13,50,0.2,0,0.07,5.5,48.19,0,0,,,
M. Estève,Burnley,LCB,22,2029-06-30,1463,France,left,193,10.7,8.67,64.54,3.69,55,0.34,0.62,4.86,6.71,0.37,0,0.02,0.31,0,0,0.31,20,0.37,83.33,1.66,51.85,0.37,1.23,0.62,31.5,0.92,45.58,86.37,16.06,72.41,41.28,91.21,4.06,40.91,19.19,0,0,0.12,0,5.35,68.97,0.55,22.22,0.25,0,0.12,6.09,60.61,0,0,,,
L. Assignon,Burnley,RB,24,2028-06-30,1380,"France, Togo",right,181,10.17,9.39,63.89,2.35,50,0.36,0.26,3.91,5.39,2.28,0.07,0.04,0.65,40,10,2.22,23.53,2.8,53.49,6.33,46.39,1.63,1.5,0.59,15.2,1.04,25.24,73.9,7.76,68.07,21.65,81.63,1.57,29.17,17.92,0.16,0.65,0,0.39,1.63,64,1.96,46.67,0.2,0,0.33,4.7,52.78,0,0,,,
C. Roberts,Burnley,RB,29,2025-06-30,943,Wales,right,175,8.21,5.63,69.49,1.62,41.18,0.35,0.57,4.01,4.88,0.67,0,0,0,0,0,1.05,45.45,0.19,0,1.05,45.45,0.76,0.57,0.19,29.59,0.76,39.23,86.13,13.08,78.1,34.55,90.88,3.63,52.63,15.95,0.08,0.95,0.19,0.1,4.29,77.78,1.43,73.33,0.48,80,0.57,6.97,65.75,0,0,,,
L. Foster,Burnley,CF,24,2028-06-30,2086,South Africa,right,185,3.71,3.58,59.04,7.25,26.79,0.05,0.04,1.55,1.87,2.11,0.22,0.27,1.47,47.06,14.706,0.47,9.09,2.67,48.39,8.54,33.33,3.41,1.77,0.95,11.43,0.47,17.99,73.86,3.8,63.64,17,75.63,0.52,75,14.28,0.04,0.69,0.26,0.3,1.29,73.33,1.12,53.85,0.13,0,1.04,2.29,45.28,0,0,,,
W. Odobert,Burnley,"LW, CF, RW",19,2027-06-30,2308,"France, Martinique",right,182,4.02,3.55,59.34,1.21,29.03,0,0.08,1.91,2.39,4.48,0.12,0.14,1.83,29.79,6.383,1.99,43.14,5.11,58.02,10.33,43.77,3.31,3.74,1.29,16.53,0.74,22.58,80.31,5.38,71.74,19.89,85.49,0.78,40,16.53,0.14,1.01,0.27,0.55,2.03,73.08,1.56,62.5,0.27,57.14,0.97,3.16,75.31,0,0,,,
L. Koleosho,Burnley,"LW, RWF, RW",20,,1039,"United States, Italy",right,175,5.72,6.67,57.14,3.29,15.79,0,0,1.91,2.37,5.37,0.09,0.16,1.82,23.81,4.762,2.69,19.35,7.97,55.43,13.25,43.79,4.07,4.94,2.17,17.15,1.13,23.04,74.44,4.59,62.26,20.01,82.25,0.61,28.57,17.04,0.11,0.95,0.35,0.43,1.04,75,1.73,40,0.35,0,1.21,2.69,74.19,0,0,,,
Z. Amdouni,Burnley,CF,23,2028-06-30,2118,"Switzerland, Tunisia",both,185,4.67,3.91,56.52,3.1,17.81,0.21,0.34,2.29,2.77,3.4,0.21,0.24,2.12,44,10,0.38,11.11,4.08,53.13,9.52,38.39,2.38,1.78,1.02,14.53,1.57,19.93,81.24,4.59,68.52,18.65,83.37,0.89,66.67,15.38,0.04,0.59,0.51,0.25,2,74.47,0.85,50,0.59,35.71,0.55,2.38,64.29,0,0,,,
A. Al Dakhil,Burnley,"RCB, LB",22,2028-06-30,1183,"Iraq, Belgium",right,187,9.81,5.71,65.33,2.81,37.84,0.72,0.53,5.48,6.51,0.38,0.08,0.1,0.46,33.33,16.667,0.23,66.67,0.38,0,1.67,9.09,0.68,0.91,0.46,32.79,0.3,43.29,88.75,14,77.72,39.03,93.96,4.03,39.62,18.48,0.01,0.08,0.15,0.08,4.79,60.32,0.46,50,0.53,28.57,0.3,5.17,72.06,0,0,,,
Vitinho,Burnley,"RB, LB, RW",25,2029-12-31,2596,Brazil,right,175,8.36,7.84,51.33,1.53,43.18,0.64,0.24,3.81,4.67,2.15,0,0.06,0.73,19.05,0,2.18,20.63,2.32,62.69,5.03,45.52,1.46,1.73,0.45,19.66,0.9,28.12,76.45,8.42,65.43,23.68,84.04,2.36,50,18.14,0.04,0.38,0.28,0.14,2.81,70.37,2.29,40.91,0.52,40,0.8,4.65,57.46,0,0,,,
J. Trafford,Burnley,GK,22,2027-06-30,2842,England,right,192,2.19,0.06,100,0.86,85.19,0,0,2.12,2.6,0.06,0,0,0,0,0,0,0,0.06,100,0.16,80,0,0,0,27.77,0.25,34.96,83.42,18.91,71.69,23.24,96.73,11.72,57.03,29.24,0,0,0,0,4.24,50.75,0.29,11.11,0.41,15.38,0,7.92,68.4,62.65,1.86,-3.18,-0.101,2.25
J. Rodriguez,Burnley,CF,35,2025-06-30,973,"England, Spain",right,185,4.72,4.25,63.04,6.47,31.43,0.5,0,1.66,2.26,1.02,0.18,0.41,1.85,40,10,0.28,33.33,0.37,50,3.61,20.51,2.13,0.28,0,13.23,0.55,17.76,72.92,4.07,43.18,15.54,79.17,1.94,28.57,18.26,0.02,0.18,0.09,0.28,2.68,62.07,0.74,50,0.18,50,0.37,2.13,34.78,0,0,,,
J. Gudmunds­son,Burnley,"RW, RAMF",33,2025-06-30,1335,Iceland,left,186,5.26,4.79,47.89,2.43,44.44,0.17,0,2.83,3.64,2.29,0.07,0.09,1.01,40,6.667,1.96,37.93,1.75,57.69,4.99,40.54,1.48,0.54,0.13,22.92,1.35,30.61,79.07,7.69,65.79,24.94,86.76,3.91,48.28,21.29,0.29,2.22,0.54,0.61,3.78,69.64,2.49,59.46,0.94,57.14,0.88,6.27,80.65,0,0,,,
C. Taylor,Burnley,LB,31,2026-06-30,2628,England,left,183,8.08,5.34,51.28,3.05,58.43,0.76,0.31,4.76,6.21,1.23,0.03,0.02,0.38,9.09,9.091,2.53,29.73,0.82,54.17,2.36,40.58,0.79,0.82,0.27,26.34,0.55,36.44,79.61,13.36,68.21,29.66,88.57,4.25,46.77,20.06,0.05,0.45,0.07,0.38,3.9,57.89,2.26,37.88,0.45,30.77,0.21,6.58,63.02,0,0,,,
J. Brownhill,Burnley,LCMF,28,2025-06-30,2544,England,right,180,8.6,5.45,64.94,2.58,45.21,0.73,0.21,4.46,5.42,0.96,0.14,0.08,0.99,39.29,14.286,0.71,20,0.46,61.54,2.33,46.97,1.27,0.5,0.21,21.47,0.85,34.14,82.49,10.61,66.67,30.5,87.35,2.97,46.43,17.5,0.11,0.85,0.28,0.11,3.93,62.16,1.42,40,0.46,23.08,0.6,4.42,56.8,0,0,,,
J. Bruun Larsen,Burnley,"LW, RW",26,2025-06-30,1438,Denmark,left,183,4.07,3.32,50.94,2.57,34.15,0,0.13,2.38,3.53,3.38,0.38,0.36,2.57,36.59,14.634,1.88,16.67,4.19,47.76,6.95,37.84,5.07,2.82,0.63,22.59,0.44,28.54,76.1,6.32,62.38,25.41,81.28,1.38,59.09,15.42,0.1,1.13,0.31,0.25,1.31,52.38,1.44,52.17,0.25,25,1.88,3.57,56.14,0,0,,,
S. Berge,Burnley,"RCMF, LCMF",26,2029-06-30,3370,Norway,right,195,8.2,6.06,63.88,3.66,53.28,0.07,0.56,4.27,5.36,1.01,0.03,0.06,0.61,13.04,4.348,0.43,12.5,1.15,69.77,3.61,43.7,0.93,1.74,0.51,27.99,0.51,39.5,89.86,9.11,77.71,37.28,91.98,1.79,64.18,18.24,0.04,0.48,0.4,0.19,5.18,86.6,1.31,55.1,0.45,23.53,0.56,4.19,74.52,0,0,,,
